nombre_del_estudio,direccion,barrio,telefono,email,instagram,seguidores,puntaje_google,web,fabricantes_ref,diseno,app,resena_destacada,presentacion,servicios_adicionales,horario,codigo_plus,fuente_de_datos,fecha_recoleccion,observaciones,cantidad_resenas,comuna,zona,tiene_instagram,tiene_web,tiene_email,tiene_app,presencia_digital,tiene_telefono,n_canales_contacto,n_fabricantes,fabricante_multiple
Pilatisa tu vida,"Av. Alicia Moreau de Justo 2030 2° piso, C1107 Cdad. Autónoma de Buenos Aires",Puerto Madero,1138175969.0,,pilatisatuvida,8560.0,4.8,,,"Reformer no tradicionales, de metal y color beige, otros clásicos. Espacio amplio e iluminado, con fotos de Pilates, equipado (spine corrector, mat Wall, chair, wunda chair)",,"Hace 2 meses: Empecé hace poco y me encantó. Tienen un plan de clases organizado, con objetivo claros, con profesionalismo, y están en cada detalle TODAS las profes se fijan en tus manos, codos, pies, hombros, y van siguiendo una unidad de ejercicios, y hasta van marcando objetivos. Por ejemplo, nos dicen “vamos a enfocarnos en los abdominales”. Nada de esto me paso en otros lugares, cada profe daba lo que quería y se fijaba en lo que le parecía. Además, TODAS tienen en cuenta las limitaciones de cada una, sin exigir ni “retar”. Esto increíblemente me paso en otros lugares. En Pilatisa todas las profes son divinas y están increíblemente bien instruidas. Y dan buen PILATES, no cualquier cosa! Sinceramente es para destacar el profesionalismo. Y bueno, el lugar está impecable y es lindo.",https://pilatisa.mitiendanube.com/ web,"Pilates circuito, reformer, pilates avanzado.",Lunes- viernes 8 a. m.–8 p. m.,"9JHM+2X Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, web, Instagram",07-08-25,"Instructora formada en Auténtico Pilates, Brasil.",17.0,1.0,Centro,True,False,False,False,1,True,2,0,False
Desirée Centro de Estetica y Pilates,"Encarnación Ezcurra 449, C1107 Cdad. Autónoma de Buenos Aires",Puerto Madero,1133853970.0,,desiree.puertomadero,2168.0,5.0,,P&P,"Clásico- Moderno, claro, iluminado.",,,-,"Estética, depilación",Lunes a viernes.,"9JMQ+GC Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps Instagram,07-08-25,,1.0,1.0,Centro,True,False,False,False,1,True,2,1,False
Art Pilates,C1107 Cdad. Autónoma de Buenos Aires,Puerto Madero,1137735555.0,,artpilates_puertomadero,11000.0,5.0,,Studio Moderna,"Moderno, iluminado.",,"Hace 4 meses: Es un lugar y ambiente hermoso, 100% producto de Belen, excelente profesora y profesional, pero además excelente persona con una energía única. Pilates desde un lado mucho más personalizado, cuidándote el cuerpo y mejorándolo constantemente!",-,"Reformer, Chair, Barrel, Cadillac",Lunes-viernes 8 a. m.–9 p. m. sábado y domingo 9 a. m.–5 p. m.,"9JMQ+P5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",07-08-25,Atención personalizada. Tiene una nota en Caras. Estuvo el Dibu Martínez. La instructora formada como bailarina.,20.0,1.0,Centro,True,False,False,False,1,True,2,1,False
Madero Soul,"Azucena Maizani, Olga Cossettini 1174, C1107 Cdad. Autónoma de Buenos Aires",Puerto Madero,1133075866.0,,maderosoul,175.0,3.4,,,Básico.,,"Para pilates hay que reservar cama pero la amplitud de turnos es fantástica. El personal es atento, aunque podría cuidar algunos aspectos.",-,"Entrenamiento Funcional,Reformer, Zumba,Yoga Stretching, GAP, Box","Lunes- viernes de 9 a. m.–9 p. m. sábado, 11 a. m.–5 p. m.","9JQP+HV Buenos Aires, Cdad. Autónoma de Buenos Aires",google maps Instagram,07-08-25,Es un espacio grande donde practicas diversos entrenamientos.,5.0,1.0,Centro,True,False,False,False,1,True,2,0,False
Pilates Motus Tacuari,"Tacuarí 20, C1071 Cdad. Autónoma de Buenos Aires",San Nicolás,111531691561.0,motuspilates2023@gmail.com,motus_caba,830.0,5.0,,Studio Moderna,"Amplio, iluminados, equipos variados y nuevos, reformer clásicos. Pelotas grises, plantas.",,"Hace 3 meses: Facilmente es el mejor lugar de pilates. Sin importar lo mucho o poco qué sepas, las profes son muy dedicadas, te guian y supervisan cada movimiento. El ambiente es tranquilo y muy chevere. Desde el primer momento te sientes. bienvenida! Siempre que puedo vuelvo con ánimo. Super recomendado…","Motus, significa movimiento.",,"Lunes a viernes, 8 a. m.–7:30 p. m. sábado, 9 a. m.–12 a. m.","9JRC+J9 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",13-08-25,Tiene dos sucursales: Av de mayo 580 y Tacuari 20. La profe vinculada a la danza.,37.0,1.0,Centro,True,False,True,False,2,True,3,1,False
SOMA PILATES,"Florida 165, C1005AAC Cdad. Autónoma de Buenos Aires",San Nicolás,91130874614.0,,soma.pilates,4682.0,4.9,http://www.somapilates.com.ar/,P&P,"Reformer clásicos, paredes diseñadas con flores dibujadas, pelotas rojas.",SomaPilates,"Hace 2 años: Extraordinario lugar, impecable, tranquilo, fácil acceso para solicitar y cambiar turnos. Trato amable, presios accesibles.","Soma Pilates fue creado en el año 2008 por Matías y Soledad, dueña de Bive Pilates",El estudio cuenta con un sector climatizado de 7 cambiadores y espacio de guardado.,De Lunes a viernes de 8:00 a 20:00.,"9JVG+G2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, intagram, web",13-08-25,"Está en Galería Güemes, clases online y presenciales.",69.0,1.0,Centro,True,True,False,True,3,True,3,1,False
Sankalpa Pilates y Yoga,"Maipú 484, C1007 Cdad. Autónoma de Buenos Aires",San Nicolás,1173637119.0,,sankalpapilatesyoga,6607.0,5.0,,Studio Moderna,"Tonalidades malvas, sillón, dibujo de pared, reformers clásicos, espacio pequeño y bien equipado.",Siguefit,Hace 11 meses: Luz es todo lo que está bien. No es improvisada está altamente calificada con años de experiencia en rehabilitación y además de profe es kinesióloga entre otras cosas. No existe clase en que no dejes tus dolores ahí y te bajas con una sonrisa. Al toque del obelisco con precios accesibles.,-,"Pilates, Fit, Yoga Pilates Terapéutico",Lu a Vi 7.30 a 20.30 h,"9JWF+X7 Buenos Aires, Cdad. Autónoma de Buenos Aires","Instagram, googlemaps",13-08-25,Ofrece instructorado. La profe tiene formación en kinesiología.,64.0,1.0,Centro,True,False,False,True,2,True,2,1,False
Be Balance StudioPilates Microcentro,"Tucumán 810, C1425 Cdad. Autónoma de Buenos Aires",San Nicolás,1124553798.0,,bebalancestudio,7947.0,4.9,https://bebalancestudiopilates.com/,,"Básico, reformer clásicos, pelotas azules.",,Hace 3 días:Excelente lugar para hacer pilates. Excelentes profesores. Cada uno con su estilo pero son lo máximo. Muy contenta de haber encontrado este lugar por recomendación de una amiga.,"En Be Balance Studio brindamos clases de pilates contemporáneo. A los ejercicios originales ""clásicos"", le damos una visión mas moderna y enérgica que permite un mayor.","Masajes, Electrodos","Lunes a viernes, 8 a. m.–8 p. m. sábado, 11:30 a. m.–12:30 p. m.","9JXC+FJ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google mas, web, instagram",13-08-25,Tiene 4 sedes.,80.0,1.0,Centro,True,True,False,False,2,True,3,0,False
KUMARA PILATES & FIT BARRE,"Viamonte 783, C1053 Cdad. Autónoma de Buenos Aires",San Nicolás,298315503540.0,,kumaraestudio,1790.0,5.0,,,Básico,,"Hace 10 meses: Estoy yendo a las clases de pilates con Martu y no puedo estar más contenta. Desde el primer día, su forma de enseñar es excelente. Explica cada ejercicio de manera clara y detallada, lo que hace que todo sea mucho más fácil de entender y de hacer.",Pilates Mat,FITBARRE Y DANCE,"Lunes 8–11 a. m., 6–7 p. m. miércoles, 8–11 a. m., 6–9 p. m. viernes, 8–11 a. m., 7–9 p. m.","CJ2C+2R Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, intagram",13-08-25,No tiene reformers.,29.0,1.0,Centro,True,False,False,False,1,True,2,0,False
KALON PILATES REFORMER,"Tucumán 983, C1049AAS Cdad. Autónoma de Buenos Aires",San Nicolás,1172401176.0,,kalon_pilatesreformer,119.0,5.0,,,"Reformers clásicos, pelotas grises, luces que varían de color.",,"una semana atrás: Me encanto!!! El lugar es hermoso, calido y super moderno. La iluminacion es increible igual que la musica. Los vestuarios impecable. La profesora Ana es muy clara con las explicaciones , te hace demostracion de todos los ejercicios. Es una genia total. El mejor lugar para hacer Pilates",-,,"Lunes y jueves, 4–7 p. m. martes y viernes, 8 a. m.–12 p. m. miércoles, 12–3 p. m. sábado, 9 a. m.–1 p. m.","9JX9+FM Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",13-08-25,,13.0,1.0,Centro,True,False,False,False,1,True,2,0,False
CASA DE MOVIMIENTO Pilates Studio,"Libertad 400, C1012 Cdad. Autónoma de Buenos Aires",San Nicolás,1173608384.0,,casademovimientopilates,3183.0,5.0,,Studio Moderna,"Básico. Pelotas malvas, reformer clásicos.",,"Hace 3 meses: Súper recomendable, todas las profes son un amor, y es un lugar donde realmente trabajas tu cuerpo !! Amo Casa de movimiento!",Te ayudo a potenciar tu rendimiento físico y mejorar tu calidad de vida.,,"Lunes a viernes, 7:45 a. m.–8:30 p. m. sábado, 10 a. m.–1 p. m.","9JW8+CH Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",13-08-25,,59.0,1.0,Centro,True,False,False,False,1,True,2,1,False
Espacio Raíz Pilates y Yoga,"Uruguay 667, C1015ABM Cdad. Autónoma de Buenos Aires",San Nicolás,1166476533.0,,espacioraiz.terapiasarmonicas,3342.0,5.0,,,"Básico, reformer rojo.",,"Hace un mes: Un espacio bello para entrenar tu cuerpo con pilates, despejar tu mente y arrancar el dia de la mejor manera. La profe meli es lo más! Recomiendo fuerte","Somos un centro de terapias, especializados en promover la salud y el bienestar a través de diferentes trabajos y métodos, con una mirada integral y holística.Acompañamos procesos personales, brindando herramientas que permiten que te conectes con la capacidad del autoamor y la sanación, despertando la potencialidad propia de cada ser, como un recurso innato, y no como algo externo.Nuestra filosofía se basa en nuestra firme convicción de que el ser humano posee infinitos recursos para encontrar su propio bienestar y el equilibrio, en cualquier momento, en cualquier lugar y en cualquier circunstancia. Nuestra tarea, es aportar herramientas para que permitas que esa luz, que se esconde en tu propio ser brille a través de tu forma.",Terapias,"Lunes a viernes, 8 a. m.–8 p. m.","9JX7+J9 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, inatagram",13-08-25,,52.0,1.0,Centro,True,False,False,False,1,True,2,0,False
S Circuit Pilates Reformer,"Viamonte 1755, C1055 Cdad. Autónoma de Buenos Aires",San Nicolás,1160133800.0,,pilatescircuito.sd,1132.0,,,Del Río Pilates,"Equipamiento variado, espacio amplio, iluminado.",,-,Método Circuito| Pilates | Full power,,"Lunes- viernes, 7 a. m.–8 p. m.Sábado, 10 a. m.–1 p. m.","9JX5+Q5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",13-08-25,Información muy variada y dispersa,,1.0,Centro,True,False,False,False,1,True,2,1,False
Teseo.Pilates Funcional,"Rodríguez Peña 336, C1020 ADH, Cdad. Autónoma de Buenos Aires",San Nicolás,1161165664.0,,teseostudio,8164.0,5.0,,FOX,Básico.,Siguefit,"Hace 5 meses: Me gustaron las clases y las profes. El lugar siempre ordenado y limpio. No me gustó que cuando informé que no continuaría el mes siguiente me echaron instantáneamente del grupo de notificaciones de WhatsApp, pese a que todavía faltaba una semana para finalizar el mes y justamente está para informar eventualidades sobre las clases y posibles cancelaciones.",-,"Pilates Reformer, Mat, TRX & Kettlebel","Lunes y viernes, 8 a. m.–12 p. m., 5–8 p. m. martes y jueves 8 a. m.–12 p. m., 3–9 p. m. viernes, 8 a. m.–12 p. m., 5–8 p. m. sábado, 9 a. m.–1 p. m.",9JV5+XH Cdad. Autónoma de Buenos Aires,"Google maps, instagram",13-08-25,,103.0,1.0,Centro,True,False,False,True,2,True,2,1,False
Pilates postural y estiramiento VK,"Rodríguez Peña 382, C1037 Cdad. Autónoma de Buenos Aires",San Nicolás,1127198235.0,,pilates.postural.vk,1107.0,4.8,,P&P,"Básico, colorido.",,"Hace 2 años: Nunca tenía antes practicado el Pilates, desde el primer día de clase el Prof. Agustín fue muy amable y respetable con los límites de mi cuerpo, de mis dolores y siempre con atención en nuestros movimientos. ¡Fue la mejor cosa que empecé a hacer, para mi salud, para mi cuerpo, para relajarme y hasta reír un poco!",-,,"Lunes - viernes, 8 a. m.–8 p. m. sábado, 10 a. m.–12 a. m.","9JW5+4J Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, intagram",13-08-25,,33.0,1.0,Centro,True,False,False,False,1,True,2,1,False
Releve Pilates,"Paraná 26 3M, C1017AAB Cdad. Autónoma de Buenos Aires",San Nicolás,1123264385.0,,relevepilates,3811.0,4.8,http://www.relevepilates.com.ar/,P&P,"Espacio pequeño, tonalidades en torno al azul.",,"3 semanas atrás. Nueva Por suerte encontre este lugar! Las clases son buenisimas, dinamicas super personalizadas y respetuosas segun los avances de cada alumno. Vicky y todas las profesoras son super profesionales, siempre atentas a los detalles posturales, muy pedagogicas y calidas. El espacio es muy lindo y muy completo en cuanto a equipamiento para entrenar. Lo recomiendo sin dudas!","Relevé se inició allá por el 2012 en un pequeño salón dentro de un departamento en el Barrio del Abasto. Nació como un emprendimiento dispuesto a generar un espacio de trabajo distinto, a conciencia, dentro de la vorágine cotidiana en la que vivimos. En el 2014 se trasladó a este hermoso edificio histórico en pleno centro de la ciudad, creando una comunidad de pilates donde cada alumno es invitado a una búsqueda corporal, un desafío diario para encontrar nuevos lugares, aplicarlos en su vida cotidiana y luego compartir con orgullo las buenas nuevas de sus descubrimientos.",,"Lunes a Viernes | 8.00 – 9.00 – 10.00 hs. Lunes, Miércoles y Viernes | 17.00 – 18.00 – 19.00 – 20.00 hs. Martes | 12.00 – 13.00 hs.Martes y Jueves | 16.00 – 17.00 – 18.00 – 19.00 hs. Sábados | 10.00 – 11.00 – 12.00 hs.","9JR6+GV Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",12-11-25,Hacen Retiro de Pilates,27.0,1.0,Centro,True,True,False,False,2,True,3,1,False
Espiral Pilates,"Av. Rivadavia 1545, C1019 Cdad. Autónoma de Buenos Aires",San Nicolás,1123876723.0,,espiral_pilates,1552.0,5.0,,Studio Moderna,"Tonalidades verdes-turquesa. Amplio, equipado.",,"3 semanas atrásNueva. Hacia tiempo que en un lugar de actividad física todo se alineara para que cada clase yo fuera entusiasmada y sin excusas. Espiral Pilates es desde casi hace un año el lugar donde me siento feliz cómoda con mi cuerpo y los profesores que brindan clases muy profesionales y cuidadas para cada uno de los que vamos. Cada profe es muy comprometido en sus clases;tome clases con todos y doy fe de eso. Espero cada martes y jueves para ir. Gracias Maxi, Lore, Vicky,Sol,Lu, y Nati!!!!","En Teseo no venís a “moverte un rato”. Venís a entrenar en serio. A comprometerte con tu proceso. A salir del dolor crónico, a corregir tu postura, a hacerte fuerte desde adentro",,"Lunes a jueves de 8 a. m.–9 p. m. viernes, 8:30 a. m.–9 p. m. sábado, 10 a. m.–1 p. m.","9JR6+FG Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",12-11-25,Miembro de la Camara,30.0,1.0,Centro,True,False,False,False,1,True,2,1,False
Teseo | Pilates Funcional,"Rodríguez Peña 336, C1020 ADH, Cdad. Autónoma de Buenos Aires",San Nicolás,1161165664.0,,teseostudio,8704.0,5.0,,FOX,"Básico, colorido.",Siguefit,"Hace un mes: Teseo es alto lugar 💖 siempre me costó ser constante con la actividad física y con las clases en teseo me re enganché. Me gusta que nos presten atención a todes y que sean cuidadosos con la gente que lo requiere por distintos motivos. Las clases son siempre distintas, exigentes y divertidas y el ambiente también es re lindo. Ari es lo más y siempre se ocupa de que el estudio esté lindo, limpio y los reformers bien cuidados. Además tiene altas playlists",-,,"Lunes y miércoles 8 a. m.–12 p. m., 5–8 p. m. martes y viernes 8 a. m.–12 p. m., 5–9 p. m. jueves, 8 a. m.–12 p. m., 3–9 p. m.",9JV5+XH Cdad. Autónoma de Buenos Aires,"Google maps, IG",12-11-25,"Miembro de la Camara, mensajes medios pesado en IG…",118.0,1.0,Centro,True,False,False,True,2,True,2,1,False
Arena Pilates,"Av. Corrientes 598 Local 18 primer piso, B1636 Olivos, Cdad. Autónoma de Buenos Aires",San Nicolás,1124504127.0,,-,,5.0,,,-,,3 semanas atrásNueva Un lugar re lindo para hacer ejercici! Vicly es lo mas exige a cada cual lo suyo!!! Super recomiendo,,,"Lunes- viernes 8:30 a. m.–9:30 p. m. sábado, 12:30 a. m.–1:30 p. m.",9JWF+JX Cdad. Autónoma de Buenos Aires,"Google maps, IG",12-11-25,EL ig que encuentro dice que está en Olivos.,2.0,1.0,Centro,True,False,False,False,1,True,2,0,False
Ayla Studio Pilates,"Paraná 982, C1017 Cdad. Autónoma de Buenos Aires",San Nicolás,1139306348.0,,ayla.studio.pilates,688.0,4.0,,,Básico,Fitfit,"Hace 2 meses excelente experiencia, notable dedicación personal de la profesora, grupo de gente cálido, y como corolario muy feliz: desaparecieron las brutales contracturas en mi espalda, siento que respiro mucho mejor y mi postura ha cambiado! muchas gracias a Sol, a Nadia, excelentes profesionales. Susana De Mola",-,,"Lunes a viernes de 8 a. m.–3 p. m., 4–9 p. m.","CJ36+2M Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",12-11-25,,23.0,1.0,Centro,True,False,False,True,2,True,2,0,False
Plena Pilates,"Paraguay 643, C1057 Cdad. Autónoma de Buenos Aires",Retiro,1157575831.0,,estudioplena,1578.0,4.7,,P&P,"Equipado, luminoso, paleta de colores en torno al malva, pared y pelotas.",,"3 semanas atrás: Voy desde hace mucho tiempo y es un muy buen lugar para hacer pilates. Tienen varios equipos para usar y las profesoras adaptan las clases al nivel de cada alumno, nunca te aburrís. Hace 2 meses: Conozco a Moni y Plena Pilates hace 10 años. Moni, Ceci y las profes del estudio son lo más. En momentos en los que no pude ir a Plena( por cercanía) probé otros lugares y, realmente, ninguno estaba a la altura. Las clases son totalmente personalizadas y centradas en aquello que quieras mejorar o trabajar. Me ha pasado de llegar contracturada e irme bien. Los valores son más que accesibles y hay todo tipo de aparatos","Soy Moni!, por siempre bailarina. Mami de Juani.Dirijo un estudio del Método Pilates. Usamos la linea completa de equipos que Joseph Pilates creó",,"Lunes a viernes, 8 a. m.–9 p. m. sábado, 9 a. m.–12 p. m.","CJ3F+2H Buenos Aires, Cdad. Autónoma de Buenos Aires","Instagra, google maps",14-08-25,La instructora tiene formación como bailarina.,15.0,1.0,Centro,True,False,False,False,1,True,2,1,False
VIC Pilates Arg,"Paraguay 754, C1057AAJ Cdad. Autónoma de Buenos Aires",Retiro,1139346046.0,,vicpilates.arg,611.0,5.0,,,"Equipado, iluminado, reformer sin marca identificada, pelotas grises, luces, espejos.",,"Hace 7 meses: Súper recomendable... He ido a muchos lugares de Pilates y encontrar una profe como Vicky es lo mejor que te puede pasar, una profesional con todas las letras, tan atenta a tus necesidades, asistiéndote desde el primer momento, lo veo en cada persona que ingresa al local. Las camas impecables y totalmente nuevas. El lugar, el ambiente super cálido. Vicky... te busqué, te encontré, te elijo y no te suelto... Gracias!",-,,"Lunes a viernes, 8 a. m.–8 p. m.","CJ2C+WX Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-08-25,Seguidora de Auténtico pilates.,22.0,1.0,Centro,True,False,False,False,1,True,2,0,False
MDC pilates,"Av. Sta. Fe 882, B1011 Cdad. Autónoma de Buenos Aires",Retiro,1166884514.0,,mdc.pilates,438.0,5.0,,,Básico,,"Hace un año: Un lugar cálido, profesional, la mejor profe. Carmen nos cuida y nos acompaña en los procesos. Mi experiencia es post cirugia de columna y estoy FELIZ. Mejoro mi movilidad, tonicidad muscular, tengo más fuerza y me siento super bien. Trato personalizado.","En Mdc Pilates, creemos en fortalecer tanto el cuerpo como la mente. Nuestro enfoque no solo se centra en mejorar la forma física, sino también en cultivar una presencia poderosa a través de la flexibilidad y la autenticidad. Súmate a nosotros para descubrir cómo una mente menos rígida puede potenciar tu presencia en cada aspecto de tu vida","REFORMER, MAT, YOGA, ESFERODINAMIA","Lunes a viernes, 8 a. m.–8 p. m.","CJ3C+V5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-08-25,,38.0,1.0,Centro,True,False,False,False,1,True,2,0,False
